1	27.619000
2	27.612000
3	27.613000
4	27.617000
5	27.612000
6	27.608000
7	27.614000
8	27.608000
9	27.611000
10	27.614000
11	27.620000
12	27.614000
13	27.618000
14	27.613000
15	27.612000
16	27.611000
17	27.615000
18	27.613000
19	27.616000
20	27.618000
21	27.610000
22	27.612000
23	27.620000
24	27.616000
25	27.616000
26	27.618000
27	27.618000
28	27.615000
29	27.612000
30	27.608000
31	27.608000
32	27.612000
33	27.610000
34	27.618000
35	27.613000
36	27.612000
37	27.607000
38	27.615000
39	27.612000
40	27.615000
41	27.614000
42	27.613000
43	27.615000
44	27.614000
45	27.610000
46	27.605000
47	27.607000
48	27.609000
49	27.605000
50	27.602000
51	27.608000
52	27.602000
53	27.606000
54	27.604000
55	27.602000
56	27.602000
57	27.598000
58	27.599000
59	27.608000
60	27.606000
61	27.607000
62	27.603000
63	27.602000
64	27.604000
65	27.603000
66	27.601000
67	27.597000
68	27.595000
69	27.599000
70	27.591000
71	27.591000
72	27.597000
73	27.591000
74	27.590000
75	27.592000
76	27.589000
77	27.590000
78	27.581000
79	27.582000
80	27.584000
81	27.582000
82	27.584000
83	27.585000
84	27.585000
85	27.579000
86	27.580000
87	27.583000
88	27.580000
89	27.584000
90	27.580000
91	27.577000
92	27.575000
93	27.572000
94	27.569000
95	27.571000
96	27.571000
97	27.564000
98	27.565000
99	27.563000
100	27.564000
101	27.563000
102	27.563000
103	27.558000
104	27.565000
105	27.564000
106	27.569000
107	27.564000
108	27.561000
109	27.563000
110	27.556000
111	27.560000
112	27.554000
113	27.549000
114	27.551000
115	27.552000
116	27.557000
117	27.548000
118	27.548000
119	27.549000
120	27.545000
121	27.541000
122	27.540000
123	27.542000
124	27.543000
125	27.543000
126	27.543000
127	27.538000
128	27.538000
129	27.532000
130	27.537000
131	27.531000
132	27.521000
133	27.526000
134	27.518000
135	27.520000
136	27.524000
137	27.519000
138	27.512000
139	27.514000
140	27.514000
141	27.509000
142	27.509000
143	27.508000
144	27.511000
145	27.508000
146	27.506000
147	27.504000
148	27.504000
149	27.503000
150	27.502000
151	27.499000
152	27.497000
153	27.496000
154	27.494000
155	27.494000
156	27.491000
157	27.486000
158	27.482000
159	27.480000
160	27.488000
161	27.486000
162	27.484000
163	27.486000
164	27.479000
165	27.474000
166	27.474000
167	27.475000
168	27.471000
169	27.472000
170	27.470000
171	27.468000
172	27.467000
173	27.467000
174	27.467000
175	27.468000
176	27.467000
177	27.460000
178	27.464000
179	27.458000
180	27.453000
181	27.455000
182	27.447000
183	27.450000
184	27.449000
185	27.448000
186	27.448000
187	27.447000
188	27.442000
189	27.441000
190	27.440000
191	27.432000
192	27.432000
193	27.426000
194	27.423000
195	27.428000
196	27.416000
197	27.423000
198	27.429000
199	27.422000
200	27.420000
201	27.416000
202	27.416000
203	27.415000
204	27.410000
205	27.408000
206	27.403000
207	27.400000
208	27.400000
209	27.401000
210	27.401000
211	27.401000
212	27.395000
213	27.401000
214	27.395000
215	27.389000
216	27.382000
217	27.384000
218	27.385000
219	27.387000
220	27.384000
221	27.384000
222	27.384000
223	27.382000
224	27.380000
225	27.382000
226	27.379000
227	27.375000
228	27.378000
229	27.370000
230	27.372000
231	27.374000
232	27.375000
233	27.376000
234	27.372000
235	27.372000
236	27.369000
237	27.368000
238	27.365000
239	27.368000
240	27.370000
241	27.374000
242	27.376000
243	27.365000
244	27.369000
245	27.370000
246	27.369000
247	27.370000
248	27.363000
249	27.367000
250	27.365000
251	27.369000
252	27.377000
253	27.373000
254	27.374000
255	27.372000
256	27.371000
257	27.375000
258	27.372000
259	27.378000
260	27.380000
261	27.375000
262	27.371000
263	27.373000
264	27.376000
265	27.373000
266	27.372000
267	27.376000
268	27.377000
269	27.378000
270	27.378000
271	27.378000
272	27.374000
273	27.378000
274	27.375000
275	27.375000
276	27.375000
277	27.382000
278	27.383000
279	27.387000
280	27.387000
281	27.390000
282	27.390000
283	27.393000
284	27.393000
285	27.387000
286	27.389000
287	27.393000
288	27.397000
289	27.396000
290	27.398000
291	27.397000
292	27.403000
293	27.409000
294	27.410000
295	27.410000
296	27.405000
297	27.402000
298	27.406000
299	27.408000
300	27.411000
301	27.408000
302	27.416000
303	27.421000
304	27.423000
305	27.425000
306	27.434000
307	27.435000
308	27.435000
309	27.437000
310	27.436000
311	27.445000
312	27.451000
313	27.444000
314	27.453000
315	27.456000
316	27.454000
317	27.457000
318	27.455000
319	27.455000
320	27.462000
321	27.464000
322	27.465000
323	27.472000
324	27.473000
325	27.477000
326	27.482000
327	27.481000
328	27.483000
329	27.485000
330	27.490000
331	27.493000
332	27.486000
333	27.491000
334	27.492000
335	27.500000
336	27.508000
337	27.507000
338	27.509000
339	27.512000
340	27.513000
341	27.514000
342	27.517000
343	27.522000
344	27.525000
345	27.541000
346	27.540000
347	27.545000
348	27.546000
349	27.551000
350	27.555000
351	27.555000
352	27.563000
353	27.570000
354	27.575000
355	27.584000
356	27.587000
357	27.591000
358	27.595000
359	27.609000
360	27.608000
361	27.610000
362	27.621000
363	27.638000
364	27.634000
365	27.644000
366	27.647000
367	27.652000
368	27.655000
369	27.666000
370	27.671000
371	27.676000
372	27.681000
373	27.687000
374	27.693000
375	27.704000
376	27.709000
377	27.712000
378	27.715000
379	27.724000
380	27.731000
381	27.740000
382	27.747000
383	27.755000
384	27.761000
385	27.767000
386	27.776000
387	27.787000
388	27.793000
389	27.801000
390	27.806000
391	27.811000
392	27.817000
393	27.830000
394	27.832000
395	27.838000
396	27.847000
397	27.855000
398	27.862000
399	27.860000
400	27.870000
401	27.875000
402	27.873000
403	27.885000
404	27.892000
405	27.907000
406	27.913000
407	27.922000
408	27.929000
409	27.938000
410	27.946000
411	27.962000
412	27.964000
413	27.972000
414	27.975000
415	27.984000
416	27.997000
417	28.000000
418	28.007000
419	28.011000
420	28.018000
421	28.026000
422	28.033000
423	28.048000
424	28.054000
425	28.063000
426	28.069000
427	28.080000
428	28.092000
429	28.098000
430	28.111000
431	28.117000
432	28.123000
433	28.130000
434	28.142000
435	28.151000
436	28.156000
437	28.165000
438	28.170000
439	28.186000
440	28.193000
441	28.201000
442	28.207000
443	28.208000
444	28.226000
445	28.235000
446	28.241000
447	28.252000
448	28.254000
449	28.261000
450	28.273000
451	28.283000
452	28.288000
453	28.302000
454	28.309000
455	28.323000
456	28.327000
457	28.341000
458	28.351000
459	28.363000
460	28.374000
461	28.385000
462	28.399000
463	28.408000
464	28.419000
465	28.433000
466	28.445000
467	28.455000
468	28.468000
469	28.481000
470	28.489000
471	28.500000
472	28.519000
473	28.533000
474	28.547000
475	28.563000
476	28.577000
477	28.584000
478	28.599000
479	28.610000
480	28.626000
481	28.635000
482	28.647000
483	28.674000
484	28.681000
485	28.690000
486	28.701000
487	28.722000
488	28.737000
489	28.755000
490	28.767000
491	28.773000
492	28.798000
493	28.808000
494	28.823000
495	28.838000
496	28.852000
497	28.864000
498	28.883000
499	28.897000
500	28.913000
501	28.931000
502	28.949000
503	28.961000
504	28.976000
505	28.998000
506	29.009000
507	29.033000
508	29.045000
509	29.067000
510	29.078000
511	29.092000
512	29.110000
513	29.125000
514	29.145000
515	29.159000
516	29.188000
517	29.204000
518	29.218000
519	29.238000
520	29.263000
521	29.275000
522	29.290000
523	29.310000
524	29.327000
525	29.348000
526	29.362000
527	29.378000
528	29.396000
529	29.415000
530	29.433000
531	29.451000
532	29.469000
533	29.483000
534	29.503000
535	29.518000
536	29.534000
537	29.549000
538	29.569000
539	29.586000
540	29.605000
541	29.620000
542	29.633000
543	29.656000
544	29.673000
545	29.688000
546	29.704000
547	29.720000
548	29.735000
549	29.753000
550	29.770000
551	29.783000
552	29.800000
553	29.815000
554	29.832000
555	29.850000
556	29.869000
557	29.887000
558	29.906000
559	29.927000
560	29.940000
561	29.949000
562	29.967000
563	29.983000
564	29.991000
565	30.010000
566	30.026000
567	30.046000
568	30.064000
569	30.073000
570	30.087000
571	30.101000
572	30.119000
573	30.133000
574	30.150000
575	30.161000
576	30.176000
577	30.192000
578	30.206000
579	30.218000
580	30.240000
581	30.251000
582	30.267000
583	30.275000
584	30.289000
585	30.306000
586	30.318000
587	30.331000
588	30.350000
589	30.362000
590	30.380000
591	30.395000
592	30.404000
593	30.413000
594	30.420000
595	30.440000
596	30.457000
597	30.479000
598	30.483000
