27.619	38	0.1181693148	2086.0898844057	0.4841865590	-0.1753273115
27.612	39	0.1181666921	2086.0047689679	0.4841838172	-0.1753363714
27.613	40	0.1181670498	2085.9227827741	0.4841823866	-0.1753434047
27.617	41	0.1181684803	2085.8464292196	0.4841784527	-0.1753482923
27.612	42	0.1181664537	2085.7638171770	0.4841780951	-0.1753462658
27.608	43	0.1181650232	2085.6868377737	0.4841745188	-0.1753462658
27.614	44	0.1181672882	2085.6111100680	0.4841724923	-0.1753318414
27.608	45	0.1181649040	2085.5353823623	0.4841702273	-0.1753372058
27.611	46	0.1181660961	2085.4609063542	0.4841679623	-0.1753374443
27.614	47	0.1181672882	2085.3883078926	0.4841661742	-0.1753447160
27.620	48	0.1181699108	2085.3132060357	0.4841646245	-0.1753509149
27.614	49	0.1181672882	2085.2537503990	0.4841618826	-0.1753361330
27.618	50	0.1181689571	2085.1755192980	0.4841603329	-0.1753182516
27.613	51	0.1181669306	2085.1129344173	0.4841577103	-0.1753214702
27.612	52	0.1181664537	2085.0472202925	0.4841575911	-0.1753219471
27.611	53	0.1181660961	2084.9833837142	0.4841563990	-0.1753320798
27.615	54	0.1181678842	2084.9182954382	0.4841528227	-0.1753338680
27.613	55	0.1181670498	2084.8550847086	0.4841511538	-0.1753573522
27.616	56	0.1181682419	2084.7943773743	0.4841507962	-0.1753854856
27.618	57	0.1181689571	2084.7292890983	0.4840549519	-0.1754174337
27.610	58	0.1181656193	2084.6779694961	0.4841487696	-0.1753842935
27.612	59	0.1181665729	2084.6185138594	0.4841480544	-0.1752921447
27.620	60	0.1181697916	2084.5634391644	0.4841442397	-0.1753257618
27.616	61	0.1181682419	2084.5083644693	0.4841443589	-0.1753116951
27.616	62	0.1181683611	2084.4532897743	0.4841435244	-0.1753249273
27.618	63	0.1181691955	2084.4025960209	0.4841425707	-0.1753542528
27.618	64	0.1181691955	2084.3487730234	0.4841397097	-0.1753524646
27.615	65	0.1181680034	2084.2993309676	0.4841391137	-0.1753490076
27.612	66	0.1181664537	2084.2461338190	0.4841363719	-0.1753414974
27.608	67	0.1181650232	2084.2016985537	0.4841350606	-0.1753560409
27.608	68	0.1181651424	2084.1547598931	0.4841350606	-0.1753478155
27.612	69	0.1181665729	2084.1109504766	0.4841341069	-0.1753463850
27.610	70	0.1181658577	2084.0671410601	0.4841317227	-0.1753379211
27.618	71	0.1181691955	2084.0195765507	0.4841310074	-0.1753417358
27.613	72	0.1181669306	2083.9732637389	0.4841308882	-0.1753440008
27.612	73	0.1181664537	2083.9375903569	0.4841287425	-0.1753387556
27.607	74	0.1181644272	2083.8950326380	0.4841291001	-0.1753281459
27.615	75	0.1181678842	2083.8593592560	0.4841271927	-0.1753232584
27.612	76	0.1181665729	2083.8193049323	0.4841276696	-0.1753189668
27.615	77	0.1181677650	2083.7842573991	0.4841264775	-0.1753182516
27.614	78	0.1181674074	2083.7473323195	0.4841258814	-0.1753145561
27.613	79	0.1181669306	2083.7116589374	0.4841258814	-0.1753122911
27.615	80	0.1181678842	2083.6803664971	0.4841242125	-0.1753001318
27.614	81	0.1181672882	2083.6484482079	0.4841221860	-0.1752859458
27.610	82	0.1181658577	2083.6152782211	0.4841231396	-0.1752941713
27.605	83	0.1181637119	2083.5852374783	0.4841202786	-0.1752940521
27.607	84	0.1181646656	2083.5545708868	0.4841195633	-0.1752911911
27.609	85	0.1181655001	2083.5270335392	0.4841215899	-0.1752859458
27.605	86	0.1181635927	2083.5045029822	0.4841170600	-0.1752911911
27.602	87	0.1181624006	2083.4750880882	0.4841177752	-0.1752958402
27.608	88	0.1181649040	2083.4500541359	0.4841170600	-0.1753043041
27.602	89	0.1181625198	2083.4256460324	0.4841178944	-0.1753156290
27.606	90	0.1181640695	2083.4018637777	0.4841165831	-0.1753659353
27.604	91	0.1181632351	2083.3849658599	0.4841159871	-0.1753774986
27.602	92	0.1181626390	2083.3649386981	0.4841145566	-0.1753364906
27.602	93	0.1181625198	2083.3405305946	0.4841132453	-0.1753215894
27.598	94	0.1181607317	2083.3267619209	0.4841144373	-0.1753583059
27.599	95	0.1181613277	2083.3054830614	0.4841118147	-0.1753020391
27.608	96	0.1181651424	2083.2929660853	0.4841107419	-0.1752544746
27.606	97	0.1181640695	2083.2723130746	0.4841090729	-0.1753406629
27.607	98	0.1181646656	2083.2616736449	0.4841087153	-0.1753716573
27.603	99	0.1181628775	2083.2472791223	0.4841074040	-0.1753431663
27.602	100	0.1181622814	2083.2297553557	0.4841082385	-0.1753516302
27.604	101	0.1181632351	2083.2209934724	0.4841090729	-0.1753587827
27.603	102	0.1181627582	2083.2147349843	0.4841077616	-0.1753591404
27.601	103	0.1181619238	2083.2072247986	0.4841074040	-0.1753615245
27.597	104	0.1181604933	2083.1997146129	0.4841083577	-0.1753614053
27.595	105	0.1181595396	2083.1884493344	0.4841070464	-0.1753608093
27.599	106	0.1181610893	2083.1809391487	0.4841039469	-0.1753573522
27.591	107	0.1181579899	2083.1759323583	0.4841059735	-0.1753572330
27.591	108	0.1181581091	2083.1740548118	0.4841047814	-0.1753614053
27.597	109	0.1181603741	2083.1690480214	0.4841054967	-0.1753614053
27.591	110	0.1181579899	2083.1652929285	0.4841046622	-0.1753634319
27.590	111	0.1181573938	2083.1634153821	0.4841072848	-0.1753677234
27.592	112	0.1181583475	2083.1609119869	0.4841065695	-0.1753656969
27.589	113	0.1181571554	2083.1615378357	0.4841058543	-0.1753594980
27.590	114	0.1181575130	2083.1584085917	0.4841064503	-0.1753456697
